class,credit_amount,log_credit_amount,checking_status,duration,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,age_bin,duration_bin,is_rent
1,1867.0,7.532623618788788,no checking,30,existing paid,radio/tv,no known savings,>=7,4,male single,none,4,car,58,none,own,1,skilled,1,yes,yes,46-60,25-36,0
1,1344.0,7.20414929203594,<0,12,delayed previously,new car,<100,1<=X<4,4,male single,none,2,real estate,43,none,own,2,unskilled resident,2,none,yes,36-45,<=12,0
1,1747.0,7.466227556215481,<0,24,existing paid,furniture/equipment,<100,<1,4,male single,co applicant,1,life insurance,24,none,own,1,unskilled resident,1,none,no,18-25,13-24,0
2,1670.0,7.421177528595393,0<=X<200,9,existing paid,radio/tv,<100,<1,4,female div/dep/mar,none,2,car,22,none,own,1,skilled,1,yes,yes,18-25,<=12,0
1,1224.0,7.110696122978827,no checking,9,critical/other existing credit,new car,<100,1<=X<4,3,male single,none,1,real estate,30,none,own,2,skilled,1,none,yes,26-35,<=12,0
1,522.0,6.259581464064923,no checking,12,critical/other existing credit,radio/tv,500<=X<1000,>=7,4,male single,none,4,life insurance,42,none,own,2,skilled,2,yes,yes,36-45,<=12,0
1,1498.0,7.312553498102598,<0,12,existing paid,radio/tv,<100,1<=X<4,4,female div/dep/mar,none,1,car,23,bank,own,1,skilled,1,none,yes,18-25,<=12,0
2,1919.0,7.560080465021827,0<=X<200,30,delayed previously,radio/tv,100<=X<500,<1,4,male single,none,3,no known property,30,stores,own,2,high qualif/self emp/mgmt,1,none,yes,26-35,25-36,0
2,745.0,6.61472560020376,>=200,9,existing paid,radio/tv,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,28,none,own,1,unskilled resident,1,none,yes,26-35,<=12,0
1,2063.0,7.6324011266014535,0<=X<200,6,existing paid,radio/tv,<100,<1,4,male mar/wid,none,3,car,30,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,26-35,<=12,1
2,6288.0,8.746557354543503,0<=X<200,60,existing paid,education,<100,1<=X<4,4,male single,none,4,no known property,42,none,for free,1,skilled,1,none,yes,36-45,37-60,0
1,6842.0,8.830981510952498,no checking,24,critical/other existing credit,used car,no known savings,1<=X<4,2,male single,none,4,life insurance,46,none,own,2,high qualif/self emp/mgmt,2,yes,yes,46-60,13-24,0
1,3527.0,8.168486417126681,no checking,12,existing paid,new car,no known savings,<1,2,male single,none,3,life insurance,45,none,own,1,high qualif/self emp/mgmt,2,yes,yes,36-45,<=12,0
1,1546.0,7.344072850573066,no checking,10,existing paid,new car,<100,1<=X<4,3,male single,none,2,real estate,31,none,own,1,unskilled resident,2,none,no,26-35,<=12,0
1,929.0,6.835184586147301,no checking,24,existing paid,furniture/equipment,no known savings,4<=X<7,4,male single,none,2,car,31,stores,own,1,skilled,1,yes,yes,26-35,13-24,0
1,1455.0,7.283448228756631,no checking,4,critical/other existing credit,new car,<100,4<=X<7,2,male single,none,1,real estate,42,none,own,3,unskilled resident,2,none,yes,36-45,<=12,0
1,1845.0,7.520776415062797,<0,15,existing paid,furniture/equipment,<100,<1,4,female div/dep/mar,guarantor,1,life insurance,46,none,rent,1,skilled,1,none,yes,46-60,13-24,1
1,8358.0,9.031094081699155,0<=X<200,48,no credits/all paid,new car,500<=X<1000,<1,1,female div/dep/mar,none,1,car,30,none,own,2,skilled,1,none,yes,26-35,37-60,0
2,3349.0,8.116715624819111,<0,24,all paid,furniture/equipment,500<=X<1000,<1,4,male single,none,4,no known property,30,none,for free,1,skilled,2,yes,yes,26-35,13-24,0
1,2859.0,7.958576903813898,no checking,12,existing paid,new car,no known savings,unemployed,4,male single,none,4,no known property,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,<=12,0
2,1533.0,7.335633981927201,no checking,18,existing paid,furniture/equipment,<100,<1,4,male mar/wid,co applicant,1,life insurance,43,none,own,1,unskilled resident,2,none,yes,36-45,13-24,0
2,3621.0,8.19478163844336,no checking,24,existing paid,radio/tv,100<=X<500,>=7,2,male single,none,4,car,31,none,own,2,skilled,1,none,yes,26-35,13-24,0
1,3590.0,8.186185994226083,0<=X<200,18,critical/other existing credit,business,<100,unemployed,3,male mar/wid,none,3,car,40,none,own,3,unemp/unskilled non res,2,yes,yes,36-45,13-24,0
2,2145.0,7.671360923190644,<0,36,delayed previously,business,<100,4<=X<7,2,male single,none,1,car,24,none,own,2,skilled,1,yes,yes,18-25,25-36,0
2,4113.0,8.322151070212902,0<=X<200,24,existing paid,used car,500<=X<1000,<1,3,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,none,yes,26-35,13-24,1
2,10974.0,9.303375237943373,no checking,36,existing paid,furniture/equipment,<100,unemployed,4,female div/dep/mar,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,25-36,0
1,1893.0,7.546446273746024,<0,12,existing paid,new car,<100,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,29,none,own,1,skilled,1,yes,yes,26-35,<=12,0
1,1231.0,7.116394144093465,<0,24,critical/other existing credit,radio/tv,>=1000,>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,46-60,13-24,1
1,3656.0,8.204398418149381,>=200,30,critical/other existing credit,radio/tv,no known savings,>=7,4,male single,none,4,life insurance,49,stores,own,2,unskilled resident,1,none,yes,46-60,25-36,0
1,1154.0,7.051855622955894,0<=X<200,9,critical/other existing credit,radio/tv,<100,>=7,2,male single,none,4,real estate,37,none,own,3,unskilled resident,1,none,yes,36-45,<=12,0
2,4006.0,8.295798110636145,<0,28,existing paid,new car,<100,1<=X<4,3,male single,none,2,car,45,none,own,1,unskilled resident,1,none,yes,36-45,25-36,0
1,3069.0,8.029432840581244,0<=X<200,24,existing paid,furniture/equipment,100<=X<500,>=7,4,male single,none,4,no known property,30,none,for free,1,skilled,1,none,yes,26-35,13-24,0
1,1740.0,7.462214939768189,no checking,6,critical/other existing credit,radio/tv,<100,>=7,2,male mar/wid,none,2,real estate,30,none,rent,2,skilled,1,none,yes,26-35,<=12,1
1,2353.0,7.763871287820222,0<=X<200,21,delayed previously,new car,<100,1<=X<4,1,male div/sep,none,4,life insurance,47,none,own,2,skilled,1,none,yes,46-60,13-24,0
1,3556.0,8.176672771948455,no checking,15,existing paid,new car,no known savings,1<=X<4,3,male single,none,2,no known property,29,none,own,1,skilled,1,none,yes,26-35,13-24,0
2,2397.0,7.7823903355874595,no checking,24,existing paid,radio/tv,500<=X<1000,>=7,3,male single,none,2,car,35,bank,own,2,skilled,1,yes,yes,26-35,13-24,0
1,454.0,6.12029741895095,0<=X<200,6,existing paid,repairs,<100,<1,3,male mar/wid,none,1,life insurance,22,none,own,1,unskilled resident,1,none,yes,18-25,<=12,0
1,1715.0,7.447751280047908,0<=X<200,30,existing paid,radio/tv,no known savings,1<=X<4,4,female div/dep/mar,none,1,car,26,none,own,1,skilled,1,none,yes,26-35,25-36,0
2,2520.0,7.83241092718792,0<=X<200,27,critical/other existing credit,radio/tv,500<=X<1000,1<=X<4,4,male single,none,2,life insurance,23,none,own,2,unskilled resident,1,none,yes,18-25,25-36,0
1,3568.0,8.18004072349016,no checking,15,existing paid,radio/tv,<100,>=7,4,female div/dep/mar,none,2,car,54,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,46-60,13-24,1
1,7166.0,8.877242435993919,no checking,42,existing paid,radio/tv,no known savings,4<=X<7,2,male mar/wid,none,4,life insurance,29,none,rent,1,skilled,1,yes,yes,26-35,37-60,1
1,3939.0,8.27893600229198,<0,11,critical/other existing credit,new car,<100,1<=X<4,1,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,yes,36-45,<=12,0
1,1514.0,7.323170717943469,0<=X<200,15,existing paid,repairs,100<=X<500,1<=X<4,4,male single,guarantor,2,real estate,22,none,own,1,skilled,1,none,yes,18-25,13-24,0
1,7393.0,8.908424139496578,no checking,24,existing paid,new car,<100,1<=X<4,1,male single,none,4,life insurance,43,none,own,1,unskilled resident,2,none,yes,36-45,13-24,0
2,1193.0,7.085064293952548,<0,24,all paid,new car,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,29,none,rent,2,unemp/unskilled non res,1,none,yes,26-35,13-24,1
2,7297.0,8.895355616996392,<0,60,existing paid,business,<100,>=7,4,male single,co applicant,4,no known property,36,none,rent,1,skilled,1,none,yes,36-45,37-60,1
1,2831.0,7.94873845481361,no checking,30,critical/other existing credit,radio/tv,<100,1<=X<4,4,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,yes,yes,26-35,25-36,0
1,1258.0,7.138073034044347,>=200,24,existing paid,radio/tv,500<=X<1000,1<=X<4,3,female div/dep/mar,none,3,car,57,none,own,1,unskilled resident,1,none,yes,46-60,13-24,0
1,753.0,6.625392368007956,0<=X<200,6,existing paid,radio/tv,<100,1<=X<4,2,female div/dep/mar,guarantor,3,real estate,64,none,own,1,skilled,1,none,yes,60+,<=12,0
1,2427.0,7.794823152179389,0<=X<200,18,delayed previously,business,no known savings,>=7,4,male single,none,2,life insurance,42,none,own,2,skilled,1,none,yes,36-45,13-24,0
2,2538.0,7.839525581704678,no checking,24,delayed previously,new car,<100,>=7,4,male single,none,4,car,47,none,own,2,unskilled resident,2,none,yes,46-60,13-24,0
2,1264.0,7.142827401161621,0<=X<200,15,all paid,new car,100<=X<500,1<=X<4,2,male mar/wid,none,2,life insurance,25,none,rent,1,skilled,1,none,yes,18-25,13-24,1
2,8386.0,9.034438166984412,0<=X<200,30,critical/other existing credit,furniture/equipment,<100,4<=X<7,2,male single,none,2,life insurance,49,none,own,1,skilled,1,none,yes,46-60,25-36,0
2,4844.0,8.485702524324866,no checking,48,existing paid,business,<100,unemployed,3,male single,none,2,car,33,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,26-35,37-60,1
1,2923.0,7.980707820869669,>=200,21,existing paid,new car,100<=X<500,1<=X<4,1,female div/dep/mar,none,1,car,28,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
2,8229.0,9.015541293671115,<0,36,existing paid,used car,<100,1<=X<4,2,male single,none,2,life insurance,26,none,own,1,skilled,2,none,yes,26-35,25-36,0
1,2028.0,7.615298339825815,no checking,24,critical/other existing credit,furniture/equipment,<100,4<=X<7,2,male single,none,2,life insurance,30,none,own,2,unskilled resident,1,none,yes,26-35,13-24,0
1,1433.0,7.2682230211595655,<0,15,critical/other existing credit,furniture/equipment,<100,1<=X<4,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,18-25,13-24,1
1,6289.0,8.746716349694486,>=200,42,no credits/all paid,business,<100,<1,2,male div/sep,none,1,life insurance,33,none,own,2,skilled,1,none,yes,26-35,37-60,0
1,1409.0,7.251344983372214,no checking,13,existing paid,radio/tv,100<=X<500,unemployed,2,female div/dep/mar,none,4,real estate,64,none,own,1,skilled,1,none,yes,60+,13-24,0
1,6579.0,8.791790024319363,<0,24,existing paid,used car,<100,unemployed,4,male single,none,2,no known property,29,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
1,1743.0,7.463936604468925,0<=X<200,24,critical/other existing credit,radio/tv,<100,>=7,4,male single,none,2,life insurance,48,none,own,2,unskilled resident,1,none,yes,46-60,13-24,0
1,3565.0,8.179199798423086,no checking,12,critical/other existing credit,education,no known savings,<1,2,male single,none,1,life insurance,37,none,own,2,unskilled resident,2,none,yes,36-45,<=12,0
1,1569.0,7.358830898342354,no checking,15,all paid,radio/tv,100<=X<500,>=7,4,male single,none,4,car,34,bank,own,1,unskilled resident,2,none,yes,26-35,13-24,0
1,1936.0,7.5688956634069955,<0,18,existing paid,radio/tv,no known savings,4<=X<7,2,male mar/wid,none,4,car,23,none,rent,2,unskilled resident,1,none,yes,18-25,13-24,1
1,3959.0,8.283999304248526,<0,36,existing paid,furniture/equipment,<100,unemployed,4,male single,none,3,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,26-35,25-36,0
1,2390.0,7.779466967458324,no checking,12,existing paid,new car,no known savings,>=7,4,male single,none,3,car,50,none,own,1,skilled,1,yes,yes,46-60,<=12,0
1,1736.0,7.459914766241105,no checking,12,existing paid,furniture/equipment,<100,4<=X<7,3,female div/dep/mar,none,4,real estate,31,none,own,1,unskilled resident,1,none,yes,26-35,<=12,0
1,3857.0,8.257904193465674,<0,30,existing paid,used car,<100,1<=X<4,4,male div/sep,none,4,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,25-36,0
1,804.0,6.690842277418564,no checking,12,existing paid,radio/tv,<100,>=7,4,male single,none,4,car,38,none,own,1,skilled,1,none,yes,36-45,<=12,0
2,1845.0,7.520776415062797,<0,45,existing paid,radio/tv,<100,1<=X<4,4,male single,none,4,no known property,23,none,for free,1,skilled,1,yes,yes,18-25,37-60,0
1,4576.0,8.428799040653642,0<=X<200,45,critical/other existing credit,used car,100<=X<500,unemployed,3,male single,none,4,car,27,none,own,1,skilled,1,none,yes,26-35,37-60,0
