class,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_per_month,age_bin,duration_bin,is_rent,credit_per_age
2,no checking,15,existing paid,education,4623.0,100<=X<500,1<=X<4,3,male single,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,308.2,36-45,13-24,0,115.575
1,no checking,24,critical/other existing credit,radio/tv,1851.0,<100,4<=X<7,4,male mar/wid,guarantor,2,car,33,none,own,2,skilled,1,yes,yes,77.125,26-35,13-24,0,56.09090909090909
1,<0,18,critical/other existing credit,radio/tv,1880.0,<100,4<=X<7,4,male mar/wid,none,1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,yes,yes,104.44444444444444,26-35,13-24,0,58.75
2,no checking,36,delayed previously,business,7980.0,no known savings,<1,4,male single,none,4,car,27,none,rent,2,skilled,1,yes,yes,221.66666666666666,26-35,25-36,1,295.55555555555554
1,<0,30,no credits/all paid,furniture/equipment,4583.0,<100,1<=X<4,2,male div/sep,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,152.76666666666668,26-35,25-36,0,143.21875
2,no checking,12,existing paid,new car,1386.0,500<=X<1000,1<=X<4,2,female div/dep/mar,none,2,life insurance,26,none,own,1,skilled,1,none,yes,115.5,26-35,<=12,0,53.30769230769231
2,>=200,24,existing paid,new car,947.0,<100,4<=X<7,4,male single,none,3,no known property,38,bank,for free,1,skilled,2,none,yes,39.458333333333336,36-45,13-24,0,24.92105263157895
2,<0,12,existing paid,education,684.0,<100,1<=X<4,4,male single,none,4,car,40,none,rent,1,unskilled resident,2,none,yes,57.0,36-45,<=12,1,17.1
1,<0,48,existing paid,education,7476.0,<100,4<=X<7,4,male single,none,1,no known property,50,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,155.75,46-60,37-60,0,149.52
2,0<=X<200,12,existing paid,furniture/equipment,1922.0,<100,1<=X<4,4,male single,none,2,life insurance,37,none,own,1,unskilled resident,1,none,yes,160.16666666666666,36-45,<=12,0,51.945945945945944
2,<0,24,existing paid,new car,2303.0,<100,>=7,4,male single,co applicant,1,real estate,45,none,own,1,skilled,1,none,yes,95.95833333333333,36-45,13-24,0,51.17777777777778
2,0<=X<200,36,delayed previously,new car,8086.0,100<=X<500,>=7,2,male single,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,yes,yes,224.61111111111111,36-45,25-36,0,192.52380952380952
1,no checking,24,critical/other existing credit,used car,2346.0,<100,4<=X<7,4,male single,none,3,car,35,none,own,2,skilled,1,yes,yes,97.75,26-35,13-24,0,67.02857142857142
1,<0,14,existing paid,new car,3973.0,<100,unemployed,1,male single,none,4,no known property,22,none,for free,1,skilled,1,none,yes,283.7857142857143,18-25,13-24,0,180.5909090909091
2,0<=X<200,12,existing paid,new car,888.0,<100,>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,74.0,36-45,<=12,0,21.658536585365855
1,no checking,48,existing paid,radio/tv,10222.0,no known savings,4<=X<7,4,male single,none,3,car,37,stores,own,1,skilled,1,yes,yes,212.95833333333334,36-45,37-60,0,276.27027027027026
1,0<=X<200,30,no credits/all paid,business,4221.0,<100,1<=X<4,2,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,none,yes,140.7,26-35,25-36,0,150.75
1,0<=X<200,18,critical/other existing credit,furniture/equipment,6361.0,<100,>=7,2,male single,none,1,no known property,41,none,own,1,skilled,1,yes,yes,353.3888888888889,36-45,13-24,0,155.14634146341464
1,>=200,12,existing paid,radio/tv,1297.0,<100,1<=X<4,3,male mar/wid,none,4,real estate,23,none,rent,1,skilled,1,none,yes,108.08333333333333,18-25,<=12,1,56.391304347826086
2,<0,12,existing paid,new car,900.0,no known savings,1<=X<4,4,male mar/wid,none,2,car,23,none,own,1,skilled,1,none,yes,75.0,18-25,<=12,0,39.130434782608695
1,no checking,21,existing paid,furniture/equipment,2241.0,<100,>=7,4,male single,none,2,real estate,50,none,own,2,skilled,1,none,yes,106.71428571428571,46-60,13-24,0,44.82
1,0<=X<200,6,delayed previously,furniture/equipment,1050.0,<100,unemployed,4,male single,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,175.0,26-35,<=12,0,30.0
1,>=200,6,critical/other existing credit,education,1047.0,<100,1<=X<4,2,female div/dep/mar,none,4,life insurance,50,none,own,1,unskilled resident,1,none,yes,174.5,46-60,<=12,0,20.94
1,no checking,24,critical/other existing credit,other,6314.0,<100,unemployed,4,male single,co applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,263.0833333333333,26-35,13-24,0,233.85185185185185
1,0<=X<200,30,all paid,furniture/equipment,3496.0,>=1000,1<=X<4,4,male single,none,2,car,34,stores,own,1,skilled,2,yes,yes,116.53333333333333,26-35,25-36,0,102.82352941176471
1,no checking,48,all paid,business,3609.0,<100,1<=X<4,1,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,75.1875,26-35,37-60,0,133.66666666666666
2,<0,12,critical/other existing credit,new car,4843.0,<100,>=7,3,male single,co applicant,4,life insurance,43,none,rent,2,skilled,1,yes,yes,403.5833333333333,36-45,<=12,1,112.62790697674419
1,>=200,30,critical/other existing credit,radio/tv,3017.0,<100,>=7,4,male single,none,4,life insurance,47,none,own,1,skilled,1,none,yes,100.56666666666666,46-60,25-36,0,64.19148936170212
1,no checking,24,critical/other existing credit,business,4139.0,100<=X<500,1<=X<4,3,male single,none,3,life insurance,27,none,own,2,unskilled resident,1,yes,yes,172.45833333333334,26-35,13-24,0,153.2962962962963
1,no checking,36,existing paid,business,5742.0,100<=X<500,4<=X<7,2,male single,none,2,car,31,none,own,2,skilled,1,yes,yes,159.5,26-35,25-36,0,185.2258064516129
1,no checking,60,existing paid,new car,10366.0,<100,>=7,2,male single,none,4,life insurance,42,none,own,1,high qualif/self emp/mgmt,1,yes,yes,172.76666666666668,36-45,37-60,0,246.8095238095238
1,no checking,6,critical/other existing credit,new car,2080.0,500<=X<1000,1<=X<4,1,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,346.6666666666667,18-25,<=12,0,86.66666666666667
2,no checking,21,delayed previously,business,2580.0,500<=X<1000,<1,4,male single,none,2,real estate,41,bank,own,1,unskilled resident,2,none,yes,122.85714285714286,36-45,13-24,0,62.926829268292686
1,no checking,30,critical/other existing credit,radio/tv,4530.0,<100,4<=X<7,4,female div/dep/mar,none,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,151.0,26-35,25-36,1,174.23076923076923
1,no checking,24,critical/other existing credit,furniture/equipment,5150.0,<100,>=7,4,male single,none,4,car,33,none,own,1,skilled,1,yes,yes,214.58333333333334,26-35,13-24,0,156.06060606060606
2,0<=X<200,72,existing paid,radio/tv,5595.0,100<=X<500,1<=X<4,2,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,77.70833333333333,18-25,61-120,0,233.125
1,<0,24,existing paid,radio/tv,2384.0,<100,>=7,4,male single,none,4,real estate,64,bank,rent,1,unskilled resident,1,none,yes,99.33333333333333,60+,13-24,1,37.25
1,no checking,18,existing paid,radio/tv,1453.0,<100,<1,3,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,none,yes,80.72222222222223,26-35,13-24,0,55.88461538461539
1,no checking,6,existing paid,education,1538.0,<100,<1,1,female div/dep/mar,none,2,no known property,56,none,own,1,skilled,1,none,yes,256.3333333333333,46-60,<=12,0,27.464285714285715
1,no checking,12,existing paid,radio/tv,2279.0,no known savings,1<=X<4,4,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,189.91666666666666,36-45,<=12,0,61.5945945945946
1,no checking,15,delayed previously,radio/tv,1478.0,<100,1<=X<4,4,male mar/wid,none,3,real estate,33,bank,own,2,skilled,1,none,yes,98.53333333333333,26-35,13-24,0,44.78787878787879
1,no checking,24,critical/other existing credit,radio/tv,5103.0,<100,<1,3,male mar/wid,none,3,no known property,47,none,for free,3,skilled,1,yes,yes,212.625,46-60,13-24,0,108.57446808510639
1,0<=X<200,36,delayed previously,business,9857.0,100<=X<500,4<=X<7,1,male single,none,3,life insurance,31,none,own,2,unskilled resident,2,yes,yes,273.80555555555554,26-35,25-36,0,317.96774193548384
1,no checking,60,existing paid,new car,6527.0,no known savings,1<=X<4,4,male single,none,4,no known property,34,none,for free,1,skilled,2,yes,yes,108.78333333333333,26-35,37-60,0,191.97058823529412
1,>=200,10,critical/other existing credit,radio/tv,1347.0,no known savings,4<=X<7,4,male single,none,2,life insurance,27,none,own,2,skilled,1,yes,yes,134.7,26-35,<=12,0,49.888888888888886
1,0<=X<200,36,delayed previously,new car,2862.0,100<=X<500,>=7,4,male single,none,3,no known property,30,none,for free,1,skilled,1,none,yes,79.5,26-35,25-36,0,95.4
1,no checking,9,existing paid,radio/tv,2753.0,100<=X<500,>=7,3,male single,co applicant,4,car,35,none,own,1,skilled,1,yes,yes,305.8888888888889,26-35,<=12,0,78.65714285714286
1,<0,12,existing paid,new car,3651.0,>=1000,1<=X<4,1,male single,none,3,life insurance,31,none,own,1,skilled,2,none,yes,304.25,26-35,<=12,0,117.7741935483871
1,<0,15,critical/other existing credit,furniture/equipment,975.0,<100,1<=X<4,2,male div/sep,none,3,life insurance,25,none,own,2,skilled,1,none,yes,65.0,18-25,13-24,0,39.0
1,0<=X<200,15,existing paid,repairs,2631.0,100<=X<500,1<=X<4,3,female div/dep/mar,none,2,real estate,25,none,own,1,unskilled resident,1,none,yes,175.4,18-25,13-24,0,105.24
1,0<=X<200,24,existing paid,radio/tv,2896.0,100<=X<500,<1,2,male single,none,1,car,29,none,own,1,skilled,1,none,yes,120.66666666666667,26-35,13-24,0,99.86206896551724
1,<0,6,critical/other existing credit,new car,4716.0,no known savings,<1,1,male single,none,3,real estate,44,none,own,2,unskilled resident,2,none,yes,786.0,36-45,<=12,0,107.18181818181819
1,no checking,24,existing paid,radio/tv,2284.0,<100,4<=X<7,4,male single,none,2,car,28,none,own,1,skilled,1,yes,yes,95.16666666666667,26-35,13-24,0,81.57142857142857
1,no checking,6,existing paid,used car,1236.0,500<=X<1000,1<=X<4,2,male single,none,4,life insurance,50,none,rent,1,skilled,1,none,yes,206.0,46-60,<=12,1,24.72
1,0<=X<200,12,existing paid,radio/tv,1103.0,<100,4<=X<7,4,male single,guarantor,3,real estate,29,none,own,2,skilled,1,none,no,91.91666666666667,26-35,<=12,0,38.03448275862069
1,no checking,12,critical/other existing credit,new car,926.0,<100,unemployed,1,female div/dep/mar,none,2,life insurance,38,none,own,1,unemp/unskilled non res,1,none,yes,77.16666666666667,36-45,<=12,0,24.36842105263158
1,no checking,18,critical/other existing credit,radio/tv,1800.0,<100,1<=X<4,4,male single,none,2,car,24,none,own,2,skilled,1,none,yes,100.0,18-25,13-24,0,75.0
1,>=200,15,existing paid,education,1905.0,<100,>=7,4,male single,none,4,car,40,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,127.0,36-45,13-24,1,47.625
2,no checking,12,existing paid,furniture/equipment,1123.0,500<=X<1000,1<=X<4,4,female div/dep/mar,none,4,car,29,none,rent,1,unskilled resident,1,none,yes,93.58333333333333,26-35,<=12,1,38.724137931034484
2,<0,48,critical/other existing credit,used car,6331.0,<100,>=7,4,male single,none,4,no known property,46,none,for free,2,skilled,1,yes,yes,131.89583333333334,46-60,37-60,0,137.6304347826087
1,>=200,24,existing paid,radio/tv,1377.0,100<=X<500,>=7,4,female div/dep/mar,none,2,no known property,47,none,for free,1,skilled,1,yes,yes,57.375,46-60,13-24,0,29.29787234042553
1,0<=X<200,30,delayed previously,business,2503.0,100<=X<500,>=7,4,male single,none,2,life insurance,41,stores,own,2,skilled,1,none,yes,83.43333333333334,36-45,25-36,0,61.048780487804876
1,0<=X<200,27,existing paid,business,2528.0,<100,<1,4,female div/dep/mar,none,1,life insurance,32,none,own,1,skilled,2,yes,yes,93.62962962962963,26-35,25-36,0,79.0
1,no checking,15,existing paid,new car,5324.0,500<=X<1000,>=7,1,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes,354.93333333333334,26-35,13-24,0,152.11428571428573
2,0<=X<200,48,existing paid,new car,6560.0,100<=X<500,4<=X<7,3,male single,none,2,life insurance,24,none,own,1,skilled,1,none,yes,136.66666666666666,18-25,37-60,0,273.3333333333333
2,0<=X<200,12,no credits/all paid,furniture/equipment,2969.0,<100,<1,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,247.41666666666666,18-25,<=12,1,118.76
1,0<=X<200,9,existing paid,radio/tv,1206.0,<100,>=7,4,female div/dep/mar,none,4,real estate,25,none,own,1,skilled,1,none,yes,134.0,18-25,<=12,0,48.24
1,0<=X<200,9,existing paid,radio/tv,2118.0,<100,1<=X<4,2,male single,none,2,real estate,37,none,own,1,unskilled resident,2,none,yes,235.33333333333334,36-45,<=12,0,57.24324324324324
1,no checking,18,critical/other existing credit,radio/tv,629.0,500<=X<1000,>=7,4,male single,none,3,life insurance,32,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,34.94444444444444,26-35,13-24,0,19.65625
2,<0,6,all paid,education,1198.0,<100,>=7,4,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes,199.66666666666666,26-35,<=12,0,34.22857142857143
1,no checking,21,existing paid,used car,2476.0,no known savings,>=7,4,male single,none,4,real estate,46,none,own,1,high qualif/self emp/mgmt,1,yes,yes,117.9047619047619,46-60,13-24,0,53.82608695652174
1,<0,9,critical/other existing credit,radio/tv,1138.0,<100,1<=X<4,4,male single,none,4,real estate,25,none,own,2,unskilled resident,1,none,yes,126.44444444444444,18-25,<=12,0,45.52
2,0<=X<200,60,existing paid,new car,14027.0,<100,4<=X<7,4,male single,none,2,no known property,27,none,own,1,high qualif/self emp/mgmt,1,yes,yes,233.78333333333333,26-35,37-60,0,519.5185185185185
1,no checking,30,critical/other existing credit,used car,7596.0,no known savings,>=7,1,male single,none,4,car,63,none,own,2,skilled,1,none,yes,253.2,60+,25-36,0,120.57142857142857
1,no checking,30,critical/other existing credit,radio/tv,3077.0,no known savings,>=7,3,male single,none,2,car,40,none,own,2,skilled,2,yes,yes,102.56666666666666,36-45,25-36,0,76.925
1,no checking,18,existing paid,radio/tv,1505.0,<100,1<=X<4,4,male single,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,83.61111111111111,26-35,13-24,0,47.03125
1,>=200,24,critical/other existing credit,radio/tv,3148.0,no known savings,1<=X<4,3,male single,none,2,car,31,none,own,2,skilled,1,yes,yes,131.16666666666666,26-35,13-24,0,101.54838709677419
1,0<=X<200,20,no credits/all paid,used car,6148.0,100<=X<500,>=7,3,male mar/wid,none,4,car,31,bank,own,2,skilled,1,yes,yes,307.4,26-35,13-24,0,198.32258064516128
2,>=200,9,no credits/all paid,radio/tv,1337.0,<100,<1,4,male single,none,2,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,148.55555555555554,26-35,<=12,0,39.3235294117647
2,0<=X<200,6,all paid,education,433.0,>=1000,<1,4,female div/dep/mar,none,2,life insurance,24,bank,rent,1,skilled,2,none,yes,72.16666666666667,18-25,<=12,1,18.041666666666668
2,<0,12,existing paid,new car,1228.0,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,24,none,own,1,unskilled resident,1,none,yes,102.33333333333333,18-25,<=12,0,51.166666666666664
1,0<=X<200,9,existing paid,radio/tv,790.0,500<=X<1000,1<=X<4,4,female div/dep/mar,none,3,real estate,66,none,own,1,unskilled resident,1,none,yes,87.77777777777777,60+,<=12,0,11.969696969696969
2,no checking,27,existing paid,new car,2570.0,<100,1<=X<4,3,female div/dep/mar,none,3,real estate,21,none,rent,1,skilled,1,none,yes,95.18518518518519,18-25,25-36,1,122.38095238095238
1,no checking,6,critical/other existing credit,new car,250.0,>=1000,1<=X<4,2,female div/dep/mar,none,2,real estate,41,bank,own,2,unskilled resident,1,none,yes,41.666666666666664,36-45,<=12,0,6.097560975609756
1,no checking,15,critical/other existing credit,radio/tv,1316.0,500<=X<1000,1<=X<4,2,male mar/wid,none,2,life insurance,47,none,own,2,unskilled resident,1,none,yes,87.73333333333333,46-60,13-24,0,28.0
2,<0,18,existing paid,radio/tv,1882.0,<100,1<=X<4,4,female div/dep/mar,none,4,car,25,bank,rent,2,skilled,1,none,yes,104.55555555555556,18-25,13-24,1,75.28
2,0<=X<200,48,all paid,business,6416.0,<100,>=7,4,female div/dep/mar,none,3,no known property,59,none,rent,1,skilled,1,none,yes,133.66666666666666,46-60,37-60,1,108.7457627118644
1,>=200,24,critical/other existing credit,business,1275.0,>=1000,1<=X<4,2,male div/sep,none,4,real estate,36,none,own,2,skilled,1,yes,yes,53.125,36-45,13-24,0,35.416666666666664
1,0<=X<200,24,delayed previously,radio/tv,6403.0,<100,<1,1,male single,none,2,car,33,none,own,1,skilled,1,none,yes,266.7916666666667,26-35,13-24,0,194.03030303030303
2,<0,24,existing paid,radio/tv,1987.0,<100,1<=X<4,2,male single,none,4,real estate,21,none,rent,1,unskilled resident,2,none,yes,82.79166666666667,18-25,13-24,1,94.61904761904762
1,0<=X<200,8,existing paid,radio/tv,760.0,<100,4<=X<7,4,female div/dep/mar,guarantor,2,real estate,44,none,own,1,unskilled resident,1,none,yes,95.0,36-45,<=12,0,17.272727272727273
1,no checking,24,existing paid,used car,2603.0,>=1000,1<=X<4,2,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,yes,yes,108.45833333333333,26-35,13-24,1,92.96428571428571
1,no checking,4,critical/other existing credit,new car,3380.0,<100,4<=X<7,1,female div/dep/mar,none,1,real estate,37,none,own,1,skilled,2,none,yes,845.0,36-45,<=12,0,91.35135135135135
1,0<=X<200,36,all paid,domestic appliance,3990.0,no known savings,<1,3,female div/dep/mar,none,2,no known property,29,bank,own,1,unemp/unskilled non res,1,none,yes,110.83333333333333,26-35,25-36,0,137.58620689655172
2,0<=X<200,24,existing paid,used car,11560.0,<100,1<=X<4,1,female div/dep/mar,none,4,car,23,none,rent,2,high qualif/self emp/mgmt,1,none,yes,481.6666666666667,18-25,13-24,1,502.60869565217394
1,<0,18,existing paid,new car,4380.0,100<=X<500,1<=X<4,3,male single,none,4,car,35,none,own,1,unskilled resident,2,yes,yes,243.33333333333334,26-35,13-24,0,125.14285714285714
1,no checking,6,critical/other existing credit,new car,6761.0,<100,4<=X<7,1,male single,none,3,no known property,45,none,own,2,high qualif/self emp/mgmt,2,yes,yes,1126.8333333333333,36-45,<=12,0,150.24444444444444
2,0<=X<200,30,no credits/all paid,business,4280.0,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,26,none,rent,2,unskilled resident,1,none,yes,142.66666666666666,26-35,25-36,1,164.6153846153846
1,<0,24,all paid,new car,2325.0,100<=X<500,4<=X<7,2,male single,none,3,car,32,bank,own,1,skilled,1,none,yes,96.875,26-35,13-24,0,72.65625
1,0<=X<200,10,all paid,radio/tv,1048.0,<100,1<=X<4,4,male single,none,4,real estate,23,stores,own,1,unskilled resident,1,none,yes,104.8,18-25,<=12,0,45.56521739130435
1,no checking,21,existing paid,radio/tv,3160.0,no known savings,>=7,4,male single,none,3,life insurance,41,none,own,1,skilled,1,yes,yes,150.47619047619048,36-45,13-24,0,77.07317073170732
1,<0,24,all paid,furniture/equipment,2483.0,500<=X<1000,1<=X<4,4,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,103.45833333333333,18-25,13-24,0,112.86363636363636
1,<0,39,critical/other existing credit,furniture/equipment,14179.0,no known savings,4<=X<7,4,male single,none,4,life insurance,30,none,own,2,high qualif/self emp/mgmt,1,yes,yes,363.56410256410254,26-35,37-60,0,472.6333333333333
